"chrom","start","end","pro_plus_abs","pro_minus_abs","bidir","in_setB"
"chr1",1073595,1074136,57.7,636.9,0.0905950698696813,FALSE
"chr1",1079461,1079717,47.79,690.48,0.0692127215849844,FALSE
"chr1",1433050,1433347,1.17,6.56,0.178353658536585,FALSE
"chr1",1678459,1678642,2.91,14.29,0.203638908327502,FALSE
"chr1",2001770,2002033,2.34,5.96,0.39261744966443,TRUE
"chr1",3337407,3337605,15.16,0.6,0.0395778364116095,FALSE
"chr1",3338300,3338619,30.88,2.39,0.0773963730569948,FALSE
"chr1",6101061,6101369,24.48,49.41,0.495446265938069,TRUE
"chr1",6235256,6235467,6.99,84.53,0.0826925351946055,FALSE
"chr1",6483179,6483382,39.06,20.24,0.518177163338454,TRUE
"chr1",6611703,6611989,4.08,23.82,0.171284634760705,FALSE
"chr1",6622703,6622984,25.07,29.17,0.859444634898869,TRUE
"chr1",6909638,6910353,50.71,61.33,0.826838415131257,TRUE
"chr1",6910515,6910820,13.99,0,0,FALSE
"chr1",6959461,6959993,95.57,91.07,0.952914094381082,TRUE
"chr1",6960405,6960880,417.26,42.86,0.102717729952548,FALSE
"chr1",7228720,7228973,0,0.6,0,FALSE
"chr1",7447144,7447382,12.82,111.31,0.115173838828497,FALSE
"chr1",7447797,7448231,43.12,277.4,0.155443403028118,FALSE
"chr1",8194585,8194818,11.07,4.18,0.377597109304426,TRUE
"chr1",8197934,8198340,13.4,10.73,0.800746268656716,TRUE
"chr1",8202661,8203307,19.8,0,0,FALSE
"chr1",9303084,9303319,22.73,75.6,0.300661375661376,TRUE
"chr1",9325773,9326179,39.63,7.74,0.195306585919758,FALSE
"chr1",9345997,9346361,48.36,32.75,0.677212572373863,TRUE
"chr1",9950424,9950762,50.11,14.29,0.285172620235482,FALSE
"chr1",10018623,10018910,8.74,5.36,0.613272311212815,TRUE
"chr1",10516537,10516773,15.15,31.55,0.480190174326466,TRUE
"chr1",10727788,10728046,4.08,10.73,0.380242311276794,TRUE
"chr1",11374437,11374751,38.45,1.19,0.0309492847854356,FALSE
"chr1",12485229,12485971,48.35,100.6,0.480616302186879,TRUE
"chr1",12486325,12486765,258.15,86.31,0.334340499709471,TRUE
"chr1",12549642,12550066,14.57,13.7,0.94028826355525,TRUE
"chr1",12600187,12600756,1.75,147.04,0.0119015233949946,FALSE
"chr1",14926044,14926381,95.56,96.44,0.990875155537122,TRUE
"chr1",14977280,14977635,16.32,23.82,0.685138539042821,TRUE
"chr1",15015744,15016323,139.28,235.11,0.5924035557824,TRUE
"chr1",15016846,15017574,184.73,151.21,0.818545986033671,TRUE
"chr1",15021517,15021712,12.82,10.72,0.83619344773791,TRUE
"chr1",15025491,15025993,46.02,35.72,0.776184267709691,TRUE
"chr1",15462964,15463447,3.5,11.91,0.293870696893367,TRUE
"chr1",15463723,15463914,5.25,2.39,0.455238095238095,TRUE
"chr1",16175922,16176194,12.24,32.74,0.373854612095296,TRUE
"chr1",16212478,16212669,1.75,198.81,0.00880237412605,FALSE
"chr1",16608279,16608889,429.5,275,0.640279394644936,TRUE
"chr1",16611942,16612147,44.87,155.96,0.28770197486535,FALSE
"chr1",16614239,16614679,136.94,132.15,0.965021177157879,TRUE
"chr1",17098966,17099219,16.9,6.55,0.387573964497041,TRUE
"chr1",17502816,17503086,10.5,7.74,0.737142857142857,TRUE
"chr1",17520419,17520892,188.23,170.85,0.907666153110556,TRUE
"chr1",17525033,17525457,85.67,167.26,0.512196580174579,TRUE
"chr1",17529428,17530006,73.43,80.95,0.90710315009265,TRUE
"chr1",17561549,17561732,2.91,16.67,0.174565086982603,FALSE
"chr1",18365826,18366503,55.94,5.36,0.0958169467286378,FALSE
"chr1",18635104,18635287,1.17,4.77,0.245283018867925,FALSE
"chr1",19007548,19007862,12.82,20.24,0.633399209486166,TRUE
"chr1",19425775,19426130,17.48,23.21,0.753123653597587,TRUE
"chr1",19427217,19427584,24.47,95.23,0.256956841331513,FALSE
"chr1",19582182,19582542,7.58,20.24,0.374505928853755,TRUE
"chr1",19593316,19593585,2.33,0,0,FALSE
"chr1",19596644,19596993,56.53,258.93,0.218321554087977,FALSE
